,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE: VACUUM TRUCK MOVEMENTS,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,
2013 TAB Data Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suncor Energy (U.S.A.), Inc. Commerce City Refinery ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Aqueous Phase Data,,,,,,,Organic Phase Data,,,,,,,,,,,,,,
Date,Vacuum Truck Number,Unit,Vacuum Truck Movement Description1,Vacuum Truck Material Description,Off-Load Site/Waste Destination,"Controlled
(YES/NO)",Destination Benzene Control Description ,"Double Count 
(YES/NO)1","Count in BQ 
(YES/NO)",Total Waste Quantity (BBLS),Total Waste Quantity (Gals),Vac Truck Log Water Content,Water (%)3,Aqu. Sp. Gravity,"Benzene Conc.
(ppmw)",Benzene Material Reference3,"EOL Material
(YES/NO)",Waste Quantity (Kg),Benzene Quantity (Kg),Organic (%),Org. Sp. Gravity,"Benzene Conc.
(ppmw)",Benzene Material Reference3,"EOL Material
(YES/NO)","Waste Quantity 
(Kg)","Benzene Quantity 
(Kg)","Greater than 10% Water
(YES/NO)4","Total Waste Quantity 
(Mg/yr)","FWA Benzene Conc. 
(ppm)","TOTAL Benzene Quantity 
(Mg/yr)","Benzene Quantity NO Double Counts
(Mg/yr)",6BQ Quantity (Mg/yr),Notes,Aqueous Flow (Total Gallons)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/08/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,yes,VAC PAD,YES,NO,30,"1,260",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"4,551",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,180,<0.01,YES,4.73,0.48,<0.001,-,-,,1203.3
05/08/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 52 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,99%,99.0%,1.,-0-,Stormwater,NO,786,-0-,1%,0.85,0.03,Stormwater,NO,7,<0.01,YES,0.79,<0.001,<0.001,<0.001,<0.001,,207.9
05/08/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 75 - SPOOL PIECE DRAIN,REFORMATE,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,0.25,11,<10%,10.0%,1.,470.,Reformate,NO,4,<0.01,90%,0.81,"47,000.",Reformate,NO,29,1.36,YES,0.03,"41,387.21",<0.001,<0.001,-,,1.05
05/08/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,1,42,<10%,10.0%,1.,-0-,Ethanol,NO,16,-0-,90%,0.79,-0-,Ethanol,NO,113,-0-,YES,0.13,-0.00-,-0.00-,-0.00-,-0.00-,,4.2
05/08/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,>90%,90.0%,1.,24.,Crude,NO,"1,430",0.03,10%,0.79,"2,400.",Crude,NO,125,0.3,YES,1.56,215.73,<0.001,<0.001,<0.001,,378
05/08/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,5,210,>90%,95.5%,1.,4.,DISTILLATE,NO,759,<0.01,5%,0.84,400.,DISTILLATE,NO,30,0.01,YES,0.79,19.08,<0.001,<0.001,<0.001,,200.55
05/08/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,10,420,>90%,95.5%,1.,56.2,Debut Gasoline,NO,"1,517",0.09,5%,0.75,"5,620.",Debut Gasoline,NO,54,0.3,YES,1.57,246.11,<0.001,-,-,,401.1
05/08/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,35,"1,470",>90%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"5,004",0.02,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,445,0.96,YES,5.45,179.73,<0.001,<0.001,-,,1323
05/08/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 64/65/66 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,YES,NO,10,420,>90%,95.5%,1.,0.02,Diesel,NO,"1,517",<0.01,5%,0.86,2.,Diesel,NO,61,<0.01,YES,1.58,0.10,<0.001,-,-,,401.1
05/09/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,15,630,>90%,95.5%,1.,24.,Crude,NO,"2,276",0.05,5%,0.79,"2,400.",Crude,NO,85,0.2,YES,2.36,109.27,<0.001,-,-,,601.65
05/09/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,yes,VAC PAD,YES,NO,25,"1,050",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"3,793",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,150,<0.01,YES,3.94,0.48,<0.001,-,-,,1002.75
05/09/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2 - SUMP,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,95.5%,1.,4.,Distillate,NO,"1,517",<0.01,5%,0.84,400.,Distillate,NO,60,0.02,YES,1.58,19.08,<0.001,<0.001,-,,401.1
05/09/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,20,840,>90%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"2,859",0.01,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,254,0.55,YES,3.11,179.73,<0.001,<0.001,-,,756
05/12/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY STORM WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,25,"1,050",>90%,90.0%,1.,24.,Crude,NO,"3,574",0.09,10%,0.79,"2,400.",Crude,NO,314,0.75,YES,3.89,215.73,<0.001,<0.001,<0.001,,945
05/12/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 778 - LINE DRAIN,NAPHTHA,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,0.5,21,<10%,10.0%,1.,3.2,Naphtha,NO,8,<0.01,90%,0.76,320.,Naphtha,NO,54,0.02,YES,0.06,279.59,<0.001,-,-,,2.1
05/19/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-815 MATERIAL,DIESEL,PLANT 2 - TANK 6,YES,Tank 6,NO,NO,180,"7,560",<10%,10.0%,1.,0.02,Diesel,NO,"2,859",<0.01,90%,0.86,2.,Diesel,NO,"22,132",0.04,YES,24.99,1.77,<0.001,<0.001,-,,756
05/19/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - BIODIESEL FILTER,BIODIESEL,PLANT 2 - TANK 6,YES,Tank 6,NO,NO,1.5,63,<10%,10.0%,1.,0.02,Diesel,NO,24,<0.01,90%,0.86,2.,Diesel,NO,184,<0.01,YES,0.21,1.77,<0.001,<0.001,-,,6.3
05/19/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 75 - LINE DRAINS,REFORMATE,PLANT 2 - TANK 6,YES,Tank 6,NO,NO,15,630,<10%,10.0%,1.,470.,Reformate,NO,238,0.11,90%,0.81,"47,000.",Reformate,NO,"1,737",81.64,YES,1.98,"41,387.21",0.08,0.08,-,,63
05/19/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - PUMP P-905 ,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,5,210,>90%,90.0%,1.,4.59,TK-4507 Waste Water Tank,no,715,<0.01,10%,0.85,573.33,TK-4507 Waste Water Tank,NO,68,0.04,YES,0.78,53.67,<0.001,<0.001,-,,189
05/19/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 75 LINE FLUSHES,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,20,840,>90%,90.0%,1.,470.,Reformate,NO,"2,859",1.34,10%,0.81,"47,000.",Reformate,NO,257,12.1,YES,3.12,"4,311.93",0.01,-,-,,756
05/19/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,yes,VAC PAD,YES,NO,60,"2,520",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"9,103",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,360,<0.01,YES,9.46,0.48,<0.001,-,-,,2406.6
05/19/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 75 - SUMP,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,95,"3,990",>90%,90.0%,1.,470.,Reformate,NO,"13,582",6.38,10%,0.81,"47,000.",Reformate,NO,"1,222",57.45,YES,14.8,"4,311.93",0.06,-,-,,3591
05/19/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,1,42,<10%,10.0%,1.,-0-,Ethanol,NO,16,-0-,90%,0.79,-0-,Ethanol,NO,113,-0-,YES,0.13,-0.00-,-0.00-,-0.00-,-0.00-,,4.2
05/19/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,yes,VAC PAD,YES,NO,70,"2,940",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"10,620",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,420,<0.01,YES,11.04,0.48,<0.001,-,-,,2807.7
05/21/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,30,"1,260",>90%,95.5%,1.,24.,Crude,NO,"4,551",0.11,5%,0.79,"2,400.",Crude,NO,169,0.41,YES,4.72,109.27,<0.001,-,-,,1203.3
05/21/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,60,"2,520",>90%,95.5%,1.,24.,Crude,NO,"9,103",0.22,5%,0.79,"2,400.",Crude,NO,339,0.81,YES,9.44,109.27,<0.001,-,-,,2406.6
05/21/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,15,630,>90%,90.0%,1.,24.,Crude,NO,"2,145",0.05,10%,0.79,"2,400.",Crude,NO,188,0.45,YES,2.33,215.73,<0.001,<0.001,<0.001,,567
05/21/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,yes,VAC PAD,YES,NO,40,"1,680",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"6,068",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,240,<0.01,YES,6.31,0.48,<0.001,-,-,,1604.4
05/21/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,60,"2,520",>90%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"8,578",0.04,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,763,1.64,YES,9.34,179.73,<0.001,<0.001,-,,2268
05/21/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,1,42,<10%,10.0%,1.,-0-,Ethanol,NO,16,-0-,90%,0.79,-0-,Ethanol,NO,113,-0-,YES,0.13,-0.00-,-0.00-,-0.00-,-0.00-,,4.2
05/21/2014,307164,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 75 - SUMP,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,60,"2,520",>90%,90.0%,1.,470.,Reformate,NO,"8,578",4.03,10%,0.81,"47,000.",Reformate,NO,772,36.29,YES,9.35,"4,311.93",0.04,-,-,,2268
05/21/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,"1,260",>90%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"4,289",0.02,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,381,0.82,YES,4.67,179.73,<0.001,<0.001,-,,1134
05/21/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2 - SUMP,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,7,294,99%,95.5%,1.,4.,Distillate,NO,"1,062",<0.01,5%,0.84,400.,Distillate,NO,42,0.02,YES,1.1,19.08,<0.001,<0.001,-,,280.77
05/21/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,55,"2,310",>90%,95.5%,1.,24.,Crude,NO,"8,344",0.2,5%,0.79,"2,400.",Crude,NO,311,0.75,YES,8.65,109.27,<0.001,-,-,,2206.05
05/21/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,1,42,<10%,10.0%,1.,-0-,Ethanol,NO,16,-0-,90%,0.79,-0-,Ethanol,NO,113,-0-,YES,0.13,-0.00-,-0.00-,-0.00-,-0.00-,,4.2
05/22/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,30,"1,260",>90%,90.0%,1.,24.,Crude,NO,"4,289",0.1,10%,0.79,"2,400.",Crude,NO,376,0.9,YES,4.67,215.73,<0.001,<0.001,<0.001,,1134
05/23/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,yes,VAC PAD,YES,NO,100,"4,200",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"15,171",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,600,<0.01,YES,15.77,0.48,<0.001,-,-,,4011
05/23/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,60,"2,520",>90%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"8,578",0.04,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,763,1.64,YES,9.34,179.73,<0.001,<0.001,-,,2268
05/24/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,1,42,<10%,10.0%,1.,-0-,Ethanol,NO,16,-0-,90%,0.79,-0-,Ethanol,NO,113,-0-,YES,0.13,-0.00-,-0.00-,-0.00-,-0.00-,,4.2
05/24/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",>90%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"9,293",0.04,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,826,1.78,YES,10.12,179.73,<0.001,<0.001,-,,2457
05/25/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 62 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,25,"1,050",>90%,95.5%,1.,0.02,Diesel,NO,"3,793",<0.01,5%,0.86,2.,Diesel,NO,154,<0.01,YES,3.95,0.10,<0.001,-,-,,1002.75
05/25/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",>90%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"9,293",0.04,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,826,1.78,YES,10.12,179.73,<0.001,<0.001,-,,2457
05/26/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,yes,VAC PAD,YES,NO,55,"2,310",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"8,344",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,330,<0.01,YES,8.67,0.48,<0.001,-,-,,2206.05
05/27/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 94 - CONTAINMENT,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,35,"1,470",>90%,99.0%,1.,-0-,Stormwater,NO,"5,504",-0-,1%,0.85,0.03,Stormwater,NO,47,<0.01,YES,5.55,<0.001,<0.001,<0.001,<0.001,,1455.3
05/28/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,65,"2,730",>90%,95.5%,1.,24.,Crude,NO,"9,861",0.24,5%,0.79,"2,400.",Crude,NO,367,0.88,YES,10.23,109.27,<0.001,-,-,,2607.15
05/28/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",>90%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"9,293",0.04,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,826,1.78,YES,10.12,179.73,<0.001,<0.001,-,,2457
05/28/2014,307168,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,yes,VAC PAD,YES,NO,60,"2,520",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"9,103",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,360,<0.01,YES,9.46,0.48,<0.001,-,-,,2406.6
05/29/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,65,"2,730",>90%,95.5%,1.,24.,Crude,NO,"9,861",0.24,5%,0.79,"2,400.",Crude,NO,367,0.88,YES,10.23,109.27,<0.001,-,-,,2607.15
05/29/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,yes,VAC PAD,YES,NO,55,"2,310",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"8,344",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,330,<0.01,YES,8.67,0.48,<0.001,-,-,,2206.05
05/30/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,1,42,<10%,10.0%,1.,-0-,Ethanol,NO,16,-0-,90%,0.79,-0-,Ethanol,NO,113,-0-,YES,0.13,-0.00-,-0.00-,-0.00-,-0.00-,,4.2
05/30/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 72 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,YES,NO,25,"1,050",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"3,793",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,150,<0.01,YES,3.94,0.48,<0.001,-,-,,1002.75
05/30/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 74 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,2,84,>90%,95.5%,1.,0.6,Jet,NO,303,<0.01,5%,0.79,60.,Jet,NO,11,<0.01,YES,0.31,2.73,<0.001,-,-,,80.22
05/30/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,65,"2,730",>90%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"9,293",0.04,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,826,1.78,YES,10.12,179.73,<0.001,<0.001,-,,2457
05/30/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,35,"1,470",>90%,95.5%,1.,24.,Crude,NO,"5,310",0.13,5%,0.79,"2,400.",Crude,NO,198,0.47,YES,5.51,109.27,<0.001,-,-,,1403.85
05/30/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,45,"1,890",>90%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"6,434",0.03,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,572,1.23,YES,7.01,179.73,<0.001,<0.001,-,,1701
06/02/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,yes,VAC PAD,YES,NO,90,"3,780",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"13,654",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,540,<0.01,YES,14.19,0.48,<0.001,-,-,,3609.9
06/02/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 1 - LINE DRAIN,NAPHTHA,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,3,126,<10%,10.0%,1.,3.2,Naphtha,NO,48,<0.01,90%,0.76,320.,Naphtha,NO,326,0.1,YES,0.37,279.59,<0.001,-,-,,12.6
06/02/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,5,210,>90%,95.5%,1.,56.2,Debut Gasoline,NO,759,0.04,5%,0.75,"5,620.",Debut Gasoline,NO,27,0.15,YES,0.79,246.11,<0.001,-,-,,200.55
06/02/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,55,"2,310",>90%,90.0%,1.,4.42,"Spider Sump, Aqueous Layer",NO,"7,863",0.03,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,699,1.5,YES,8.56,179.73,<0.001,<0.001,-,,2079
06/03/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - ETHANOL DRUMS,ETHANOL,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,1,42,<10%,10.0%,1.,-0-,Ethanol,NO,16,-0-,90%,0.79,-0-,Ethanol,NO,113,-0-,YES,0.13,-0.00-,-0.00-,-0.00-,-0.00-,,4.2
06/03/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 70 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,10,420,>90%,95.5%,1.,470.,Reformate,NO,"1,517",0.71,5%,0.81,"47,000.",Reformate,NO,58,2.72,YES,1.57,"2,180.64",<0.001,-,-,,401.1
06/03/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 64/65/66 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO,VAC PAD,YES,NO,30,"1,260",>90%,95.5%,1.,0.02,Diesel,NO,"4,551",<0.01,5%,0.86,2.,Diesel,NO,184,<0.01,YES,4.74,0.10,<0.001,-,-,,1203.3
06/03/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,50,"2,100",>90%,95.5%,1.,24.,Crude,NO,"7,585",0.18,5%,0.79,"2,400.",Crude,NO,282,0.68,YES,7.87,109.27,<0.001,-,-,,2005.5
06/03/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 1 - LINE FLUSH,JET FUEL,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,3,126,<10%,10.0%,1.,0.6,Jet,NO,48,<0.01,90%,0.79,60.,Jet,NO,339,0.02,YES,0.39,52.68,<0.001,-,-,,12.6
06/03/2014,307169,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,yes,VAC PAD,YES,NO,55,"2,310",>90%,95.5%,1.,0.1,Ultra Low Sulfur Diesel,NO,"8,344",<0.01,5%,0.84,10.,Ultra Low Sulfur Diesel,NO,330,<0.01,YES,8.67,0.48,<0.001,-,-,,2206.05
